학교코드,학교명,설립년도,남녀공학구분명,주야구분명,우편번호시도명,학교종류구분명,설립구분명
A000022572,고현초등학교,1928,남여공학,주간,경상남도,초등학교,공립
A000022573,남명초등학교,1921,남여공학,주간,경상남도,초등학교,공립
A000022574,남해초등학교,1912,남여공학,주간,경상남도,초등학교,공립
A000022575,도마초등학교,1940,남여공학,주간,경상남도,초등학교,공립
A000022576,미조초등학교,1934,남여공학,주간,경상남도,초등학교,공립
A000022577,삼동초등학교,1929,남여공학,주간,경상남도,초등학교,공립
A000022578,상주초등학교,1937,남여공학,주간,경상남도,초등학교,공립
A000022579,설천초등학교,1920,남여공학,주간,경상남도,초등학교,공립
A000022580,성명초등학교,1923,남여공학,주간,경상남도,초등학교,공립
A000022581,이동초등학교,1910,남여공학,주간,경상남도,초등학교,공립
A000022582,지족초등학교,1938,남여공학,주간,경상남도,초등학교,공립
A000022583,진목초등학교,2002,남여공학,주간,경상남도,초등학교,공립
A000022584,창선초등학교,1921,남여공학,주간,경상남도,초등학교,공립
A000022585,해양초등학교,1996,남여공학,주간,경상남도,초등학교,공립
A000022596,구산중학교구남분교장,1971,남여공학,주간,경상남도,중학교,공립
A000022597,구암중학교,1984,남여공학,주간,경상남도,중학교,공립
A000022598,내서중학교,1954,남여공학,주간,경상남도,중학교,공립
A000022599,마산동중학교,1951,남,주간,경상남도,중학교,공립
A000022600,마산무학여자중학교,1968,여,주간,경상남도,중학교,사립
A000022601,마산삼진중학교,1947,남여공학,주간,경상남도,중학교,사립
A000022602,마산서중학교,1981,남,주간,경상남도,중학교,공립
A000022603,마산여자중학교,1951,여,주간,경상남도,중학교,공립
A000022604,마산의신여자중학교,1968,여,주간,경상남도,중학교,사립
A000022605,마산제일여자중학교,1947,여,주간,경상남도,중학교,사립
A000022606,마산중앙중학교,1949,남,주간,경상남도,중학교,사립
A000022607,마산중학교,1951,남,주간,경상남도,중학교,공립
A000022608,삼계중학교,2001,남여공학,주간,경상남도,중학교,공립
